1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,1,200371,1,,Mima Jausovec,U,,SLO,,,,200353,,,Lele Forood,U,,USA,,,,6-2 2-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,2,200333,,,Betsy Nagelsen,R,,USA,,,,200379,,Q,Paula Smith,U,,USA,,,,6-2 4-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,3,200355,,,Diane Desfor,U,,USA,,,,200264,,,Helena Anliot,U,,SWE,,,,3-6 6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,4,200298,7,,Laura Du Pont,U,,USA,,,,200223,,,Sharon Walsh Pete,R,,USA,,,,6-1 4-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,5,200460,3,,Regina Marsikova,U,,CZE,,,,200273,,Q,Nerida Gregory,U,,AUS,,,,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,6,200283,,,Pam Teeguarden,U,,USA,,,,200363,,,Hana Strachonova,U,,SUI,,,,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,7,200410,,,Yvonne Vermaak,R,,RSA,,,,200320,,,Renata Tomanova,U,,GER,,,,2-6 6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,8,200308,,Q,Kym Ruddell,U,,AUS,,,,200312,,A,Frederique Thibault,U,,FRA,,,,1-6 7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,9,200953,,,Viviana Segal,U,,ARG,,,,200932,8,,Jeanne Evert,U,,USA,,,,6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,10,200969,,,Jeanne Duvall,U,,USA,,,,200942,,,Kathy Kuykendall,U,,USA,,,,6-0 7-6,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,11,200400,,,Kate Latham,U,,USA,,,,201907,,,Lisette Senn,U,,CAN,,,,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,12,200967,,,Zenda Liess,U,,USA,,,,200938,4,,Kathy May Teacher Paben,U,,USA,,,,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,13,200318,5,,Michelle Tyler,U,,GBR,,,,200394,,,Marjorie Blackwood,U,,CAN,,,,4-6 6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,14,200185,,,Lesley Hunt,U,,AUS,,,,200146,,,Cynthia Doerner,U,,AUS,,,,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,15,201259,,Q,Sonoe Yonezawa,U,,JPN,,,,200957,,,Ruta Gerulaitis,U,,USA,,,,6-1 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,16,200337,2,,Virginia Ruzici,R,,ROU,,,,200963,,,Caroline Stoll,U,,USA,,,,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,17,200371,1,,Mima Jausovec,U,,SLO,,,,200333,,,Betsy Nagelsen,R,,USA,,,,2-6 6-3 7-6,3,R16,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,18,200355,,,Diane Desfor,U,,USA,,,,200298,7,,Laura Du Pont,U,,USA,,,,6-4 6-1,3,R16,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,19,200460,3,,Regina Marsikova,U,,CZE,,,,200283,,,Pam Teeguarden,U,,USA,,,,6-1 3-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,20,200410,,,Yvonne Vermaak,R,,RSA,,,,200308,,Q,Kym Ruddell,U,,AUS,,,,4-6 6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,21,200953,,,Viviana Segal,U,,ARG,,,,200969,,,Jeanne Duvall,U,,USA,,,,6-3 3-6 7-6,3,R16,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,22,200967,,,Zenda Liess,U,,USA,,,,200400,,,Kate Latham,U,,USA,,,,6-3 3-6 7-6,3,R16,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,23,200185,,,Lesley Hunt,U,,AUS,,,,200318,5,,Michelle Tyler,U,,GBR,,,,7-6 6-1,3,R16,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,24,200337,2,,Virginia Ruzici,R,,ROU,,,,201259,,Q,Sonoe Yonezawa,U,,JPN,,,,6-0 6-1,3,R16,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,25,200355,,,Diane Desfor,U,,USA,,,,200371,1,,Mima Jausovec,U,,SLO,,,,W/O,3,QF,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,26,200460,3,,Regina Marsikova,U,,CZE,,,,200410,,,Yvonne Vermaak,R,,RSA,,,,6-2 6-1,3,QF,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,27,200967,,,Zenda Liess,U,,USA,,,,200953,,,Viviana Segal,U,,ARG,,,,1-6 6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,28,200337,2,,Virginia Ruzici,R,,ROU,,,,200185,,,Lesley Hunt,U,,AUS,,,,6-2 7-6,3,QF,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,29,200460,3,,Regina Marsikova,U,,CZE,,,,200355,,,Diane Desfor,U,,USA,,,,6-2 6-3,3,SF,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,30,200337,2,,Virginia Ruzici,R,,ROU,,,,200967,,,Zenda Liess,U,,USA,,,,6-2 6-2,3,SF,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-01A-1978,Canadian Open,Hard,32,W,19780814,31,200460,3,,Regina Marsikova,U,,CZE,,,,200337,2,,Virginia Ruzici,R,,ROU,,,,7-5 6-7 6-2,3,F,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,1,200967,,,Zenda Liess,U,,USA,,,,200950,1,,Marise Kruger,U,,RSA,,,,7-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,2,200194,,,Francoise Durr,R,,FRA,,,,200756,,,Bunny Bruning,U,,USA,,,,6-3 6-0,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,3,200977,8,,Dana Gilbert,U,,USA,,,,200333,,,Betsy Nagelsen,R,,USA,,,,5-7 6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,4,200234,,,Pam Whytcross,U,,AUS,,,,200323,,Q,Rene Blount,U,,USA,,,,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,5,200298,4,,Laura Du Pont,U,,USA,,,,201907,,,Lisette Senn,U,,CAN,,,,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,6,200962,,,Patricia Medrado,U,,BRA,,,,200256,,,Chris Oneil,R,,AUS,,,,6-2 7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,7,200956,,,Carrie Meyer,R,,USA,,,,200957,6,,Ruta Gerulaitis,U,,USA,,,,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,8,200243,,,Glynis Coles,U,,GBR,,,,200285,,,Mimi Wikstedt,U,,SWE,,,,6-1 6-0,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,9,200273,,Q,Nerida Gregory,U,,AUS,,,,200328,,,Patricia Bostrom,U,,USA,,,,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,10,200355,5,,Diane Desfor,U,,USA,,,,200904,,,Kristien Shaw,U,,USA,,,,6-0 6-7 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,11,200966,,Q,Kay Mcdaniel,U,,USA,,,,200932,,,Jeanne Evert,U,,USA,,,,6-0 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,12,200410,3,,Yvonne Vermaak,R,,RSA,,,,200379,,,Paula Smith,U,,USA,,,,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,13,200879,,,Wendy Overton,U,,USA,,,,200146,,,Cynthia Doerner,U,,AUS,,,,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,14,200963,7,,Caroline Stoll,U,,USA,,,,200940,,,Ilana Kloss,U,,RSA,,,,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,15,200143,,,Kathleen Harter,U,,USA,,,,201160,,,Wendy Barlow,U,,CAN,,,,6-4 3-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,16,200318,2,,Michelle Tyler,U,,GBR,,,,200308,,Q,Kym Ruddell,U,,AUS,,,,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,17,200194,,,Francoise Durr,R,,FRA,,,,200967,,,Zenda Liess,U,,USA,,,,7-5 6-1,3,R16,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,18,200977,8,,Dana Gilbert,U,,USA,,,,200234,,,Pam Whytcross,U,,AUS,,,,7-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,19,200298,4,,Laura Du Pont,U,,USA,,,,200962,,,Patricia Medrado,U,,BRA,,,,5-7 6-1 7-5,3,R16,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,20,200243,,,Glynis Coles,U,,GBR,,,,200956,,,Carrie Meyer,R,,USA,,,,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,21,200355,5,,Diane Desfor,U,,USA,,,,200273,,Q,Nerida Gregory,U,,AUS,,,,6-4 3-6 6-0,3,R16,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,22,200410,3,,Yvonne Vermaak,R,,RSA,,,,200966,,Q,Kay Mcdaniel,U,,USA,,,,6-4 7-6,3,R16,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,23,200963,7,,Caroline Stoll,U,,USA,,,,200879,,,Wendy Overton,U,,USA,,,,6-3 6-1,3,R16,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,24,200318,2,,Michelle Tyler,U,,GBR,,,,200143,,,Kathleen Harter,U,,USA,,,,6-1 6-0,3,R16,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,25,200194,,,Francoise Durr,R,,FRA,,,,200977,8,,Dana Gilbert,U,,USA,,,,7-5 6-4,3,QF,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,26,200298,4,,Laura Du Pont,U,,USA,,,,200243,,,Glynis Coles,U,,GBR,,,,6-4 6-1,3,QF,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,27,200410,3,,Yvonne Vermaak,R,,RSA,,,,200355,5,,Diane Desfor,U,,USA,,,,6-7 6-2 6-4,3,QF,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,28,200963,7,,Caroline Stoll,U,,USA,,,,200318,2,,Michelle Tyler,U,,GBR,,,,6-1 6-1,3,QF,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,29,200194,,,Francoise Durr,R,,FRA,,,,200298,4,,Laura Du Pont,U,,USA,,,,6-3 6-3,3,SF,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,30,200963,7,,Caroline Stoll,U,,USA,,,,200410,3,,Yvonne Vermaak,R,,RSA,,,,6-4 7-6,3,SF,,,,,,,,,,,,,,,,,,,
1978-W-WT-CAN-02A-1978,Canadian Open,Hard,32,W,19780918,31,200963,7,,Caroline Stoll,U,,USA,,,,200194,,,Francoise Durr,R,,FRA,,,,6-3 6-2,3,F,,,,,,,,,,,,,,,,,,,
1978-W-WT-ITA-01A-1978,Rome,Clay,32,W,19780522,1,200371,,,Mima Jausovec,U,,SLO,,,,200954,,Q,Claudia Casabianca,U,,ARG,,,,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-ITA-01A-1978,Rome,Clay,32,W,19780522,2,200185,,,Lesley Hunt,U,,AUS,,,,200400,,,Kate Latham,U,,USA,,,,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-ITA-01A-1978,Rome,Clay,32,W,19780522,3,200355,,,Diane Desfor,U,,USA,,,,200243,,,Glynis Coles,U,,GBR,,,,6-7 6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-ITA-01A-1978,Rome,Clay,32,W,19780522,4,200263,,,Janet Wright,U,,USA,,,,200755,,,Daniela Marzano,U,,ITA,,,,6-7 6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-ITA-01A-1978,Rome,Clay,32,W,19780522,5,200460,,,Regina Marsikova,U,,CZE,,,,200363,,,Hana Strachonova,U,,SUI,,,,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-ITA-01A-1978,Rome,Clay,32,W,19780522,6,200787,,,Fiorella Bonicelli,U,,URU,,,,200264,,,Helena Anliot,U,,SWE,,,,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-ITA-01A-1978,Rome,Clay,32,W,19780522,7,200333,,,Betsy Nagelsen,R,,USA,,,,200932,,,Jeanne Evert,U,,USA,,,,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-ITA-01A-1978,Rome,Clay,32,W,19780522,8,200298,,,Laura Du Pont,U,,USA,,,,200963,,,Caroline Stoll,U,,USA,,,,4-6 6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-ITA-01A-1978,Rome,Clay,32,W,19780522,9,200759,,,Katja Ebbinghaus,U,,FRG,,,,200146,,,Cynthia Doerner,U,,AUS,,,,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-ITA-01A-1978,Rome,Clay,32,W,19780522,10,200957,,,Ruta Gerulaitis,U,,USA,,,,200936,,,Iris Riedel Kuhn,U,,FRG,,,,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
1978-W-WT-ITA-01A-1978,Rome,Clay,32,W,19780522,11,200316,,Q,Heidi Eisterlehner,R,,GER,,,,200334,,,Sabina Simmonds,R,,ITA,,,,7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,
